yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Import,Saudi Arabia,World,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",485710473,,,-36.8535712,174.7456809
2019,2019,Import,Saudi Arabia,Ukraine,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2833,,,49.4871968,31.2718321
2019,2019,Import,Saudi Arabia,North Macedonia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",18034,,,,
2019,2019,Import,Saudi Arabia,Egypt,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",20117821,,,26.2540493,29.2675469
2019,2019,Import,Saudi Arabia,United Kingdom,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",5180267,,,54.7023545,-3.2765753
2019,2019,Import,Saudi Arabia,USA,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",11024288,,,,
2019,2019,Import,Saudi Arabia,Yemen,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",485632,,,16.3471243,47.8915271
2019,2019,Import,Saudi Arabia,"Areas, nes",68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",126825,,,,
2020,2020,Import,Saudi Arabia,World,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",575769372,,,-36.8535712,174.7456809
2020,2020,Import,Saudi Arabia,Australia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",4082188,,,-24.7761086,134.755
2020,2020,Import,Saudi Arabia,Austria,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",451689,,,47.59397,14.12456
2020,2020,Import,Saudi Arabia,Bahrain,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2080135,,,26.1551249,50.5344606
2020,2020,Import,Saudi Arabia,Bangladesh,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",37751,,,24.4769288,90.2934413
2020,2020,Import,Saudi Arabia,Armenia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",13050,,,,
2020,2020,Import,Saudi Arabia,Belgium,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",170101,,,50.6402809,4.6667145
2020,2020,Import,Saudi Arabia,Brazil,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",970277,,,-10.3333333,-53.2
2020,2020,Import,Saudi Arabia,Br. Virgin Isds,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3274,,,,
2020,2020,Import,Saudi Arabia,Bulgaria,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",45519,,,42.6073975,25.4856617
2020,2020,Import,Saudi Arabia,Canada,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",561325,,,61.0666922,-107.991707
2020,2020,Import,Saudi Arabia,China,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",76373390,,,35.000074,104.999927
2020,2020,Import,Saudi Arabia,Croatia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",30936,,,,
2020,2020,Import,Saudi Arabia,Czechia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1495220,,,,
2020,2020,Import,Saudi Arabia,Denmark,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",117822,,,55.670249,10.3333283
2020,2020,Import,Saudi Arabia,Ethiopia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",8214,,,10.2116702,38.6521203
2020,2020,Import,Saudi Arabia,Estonia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",20932,,,58.7523778,25.3319078
2020,2020,Import,Saudi Arabia,Finland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1223629,,,63.2467777,25.9209164
2020,2020,Import,Saudi Arabia,France,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2305148,,,46.603354,1.8883335
2020,2020,Import,Saudi Arabia,State of Palestine,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2630392,,,31.46242095,34.262716572130714
2020,2020,Import,Saudi Arabia,Germany,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",10142622,,,51.1638175,10.4478313
2020,2020,Import,Saudi Arabia,Greece,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",10123043,,,38.9953683,21.9877132
2020,2020,Import,Saudi Arabia,Hungary,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",737231,,,47.1817585,19.5060937
2020,2020,Import,Saudi Arabia,Indonesia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",241783,,,-2.4833826,117.8902853
2020,2020,Import,Saudi Arabia,Ireland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",50294,,,52.865196,-7.9794599
2020,2020,Import,Saudi Arabia,Italy,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",69534709,,,42.6384261,12.674297
2020,2020,Import,Saudi Arabia,Japan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",4066842,,,36.5748441,139.2394179
2020,2020,Import,Saudi Arabia,Jordan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",23007005,,,31.1667049,36.941628
2020,2020,Import,Saudi Arabia,Rep. of Korea,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2544342,,,,
2020,2020,Import,Saudi Arabia,Kuwait,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",88023,,,29.2733964,47.4979476
2020,2020,Import,Saudi Arabia,Lebanon,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1546383,,,33.8750629,35.843409
2020,2020,Import,Saudi Arabia,Luxembourg,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",177059,,,,
2020,2020,Import,Saudi Arabia,Malaysia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2144519,,,4.5693754,102.2656823
2020,2020,Import,Saudi Arabia,Mexico,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",891061,,,23.6585116,-102.0077097
2020,2020,Import,Saudi Arabia,"Other Asia, nes",68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",769014,,,,
2020,2020,Import,Saudi Arabia,Morocco,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",821747,,,31.1728205,-7.3362482
2020,2020,Import,Saudi Arabia,Oman,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",39180285,,,21.0000287,57.0036901
2020,2020,Import,Saudi Arabia,Netherlands,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2500803,,,52.2434979,5.6343227
2020,2020,Import,Saudi Arabia,New Zealand,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",130250,,,-41.5000831,172.8344077
2020,2020,Import,Saudi Arabia,"Other Europe, nes",68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",77825,,,,
2020,2020,Import,Saudi Arabia,Pakistan,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1778779,,,30.3308401,71.247499
2020,2020,Import,Saudi Arabia,Peru,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",43827,,,-6.8699697,-75.0458515
2020,2020,Import,Saudi Arabia,Philippines,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",42182,,,12.7503486,122.7312101
2020,2020,Import,Saudi Arabia,Poland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3317057,,,52.215933,19.134422
2020,2020,Import,Saudi Arabia,Portugal,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",15196083,,,39.6621648,-8.1353519
2020,2020,Import,Saudi Arabia,Romania,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",307726,,,45.9852129,24.6859225
2020,2020,Import,Saudi Arabia,Russian Federation,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",142486,,,64.6863136,97.7453061
2020,2020,Import,Saudi Arabia,India,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",55221693,,,22.3511148,78.6677428
2020,2020,Import,Saudi Arabia,Slovakia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",80646,,,48.7411522,19.4528646
2020,2020,Import,Saudi Arabia,Viet Nam,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6402387,,,15.9266657,107.9650855
2020,2020,Import,Saudi Arabia,Slovenia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",3091017,,,45.8133113,14.4808369
2020,2020,Import,Saudi Arabia,South Africa,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",230368,,,-28.8166236,24.991639
2020,2020,Import,Saudi Arabia,Spain,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",32623530,,,39.3260685,-4.8379791
2020,2020,Import,Saudi Arabia,Sweden,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",158300,,,59.6749712,14.5208584
2020,2020,Import,Saudi Arabia,Switzerland,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",179568,,,46.7985624,8.2319736
2020,2020,Import,Saudi Arabia,Syria,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",7722463,,,34.6401861,39.0494106
2020,2020,Import,Saudi Arabia,Thailand,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2856164,,,14.8971921,100.83273
2020,2020,Import,Saudi Arabia,United Arab Emirates,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",25326480,,,24.0002488,53.9994829
2020,2020,Import,Saudi Arabia,Tunisia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",78307,,,33.8439408,9.400138
2020,2020,Import,Saudi Arabia,Turkey,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",107778342,,,38.9597594,34.9249653
2020,2020,Import,Saudi Arabia,Ukraine,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",75462,,,49.4871968,31.2718321
2020,2020,Import,Saudi Arabia,North Macedonia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",11604213,,,,
2020,2020,Import,Saudi Arabia,Egypt,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",25829257,,,26.2540493,29.2675469
2020,2020,Import,Saudi Arabia,United Kingdom,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",4518402,,,54.7023545,-3.2765753
2020,2020,Import,Saudi Arabia,USA,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",9004914,,,,
2020,2020,Import,Saudi Arabia,Venezuela,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",7179,,,8.0018709,-66.1109318
2020,2020,Import,Saudi Arabia,Yemen,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",756678,,,16.3471243,47.8915271
